location,title,company,salary,summary
"Washington, DC",Senior Data Scientist,        Workbridge Associates,125000.0,A leading provider of data and technology for companies that support and promote free enterprise is looking to bring on a Data Scientist to their analytics team...
"Washington, DC",NETWORK OPERATIONS RESEARCH ANALYST EAS,        United States Postal Service,88746.5,"The salary will be based on previous experience, salary history, and current postal pay policies. We offer excellent benefits including health and life..."
"Washington, DC 20036 (Downtown area)",Research Analyst,    American Society for Engineering Education (ASEE),50000.0,"As part of a team, participates in the development of project management plans and research/ evaluation plans...."
"Reston, VA 20190",Senior Data Scientist,    ZP Group,190000.0,"Data, big data, petabytes, PhD, statistics, computer science, machine learning, engineering, image classification, neural networks, data processing, algorithms,..."
"Washington, DC 20005 (Logan Circle area)",Credit Risk Transfer Research Analyst,    iiTS,140000.0,"SAS, R, SQL, Python, Tableau. Responsibilities include developing analytics-based data-driven investor marketing materials, identifying topics and issues for..."
"Alexandria, VA 22314 (Southwest Quadrant area)",Business Development/ Market Research Analyst,    Eyebrow Express,43200.0,Eyebrow Express is a personal services company located in Alexandria and we are looking to expand our operations by opening more locations in the Washington DC...
"Washington, DC",Data & Research Analyst,    The Council,82500.0,"Identify key macro and micro trends in the industry through robust research, leveraging data and analytics to produce meaningful insights...."
"Washington, DC",Machine Learning Data Engineer,        Jobspring Partners,125000.0,"Right now, this rapidly expanding division is seeking several Data Engineers/Scientists who have a strong background in machine learning...."
"Silver Spring, MD",Front End Developer,    FlashX,90000.0,Please note that we are NOT looking for data scientists. FlashX is looking for rising superstars in front end development to help build an open source platform...
"Springfield, VA",Data Scientist (TS/SCI Required),    Fawkes IDM,105000.0,Ensuring successful deployment of client’s analytics solutions and leveraging pre-existing analytics industry knowledge and technical integration and...
"Silver Spring, MD",Software Engineer,    FlashX,100000.0,Please note that we are not looking for data scientists. FlashX is looking for rising superstars in software engineering to help develop an open source platform...
"College Park, MD",Post-Doctoral Scientist,        University of Maryland,42500.0,"The salary range is $40-45k, commensurate with experience, plus a competitive fringe benefits package, including health benefits, retirement, 22 days of annual..."
"Gaithersburg, MD 20879",Research Assistant,"    Sirnaomics,Inc",31500.0,Possession of a Bachelor’s Degree or higherin Biochemistry or related discipline from an accredited college or university according to the Council for Higher...
"McLean, VA","2017-04-01 Software Engineer Earning $196,000",    EMF Industries,196000.0,"Our talented group of Data Scientists, Developers, PMs, and Designers is seeking an individual to augment our business intelligence team...."
"Washington, DC",Big Data/IoT Software Engineer,        Jobspring Partners,130000.0,"IoT, Big Data, Java, Scala, Python, Analytics, Sensor, Machine Learning, Spark, Accumulo, Kafka, RabbitMQ, ETL, NoSQL, Storm, Data Scientist, Github...."
"Washington, DC",Apps Developer,        Central Intelligence Agency,90936.0,"The CIA has ongoing requirements for entry-level and experienced Computer Scientists, Software Engineers and Web Designers and Publishers to serve as Apps..."
"Washington, DC",Analytic Methodologist,        Central Intelligence Agency,72951.0,"They also partner with substantive experts and data scientists to develop and prototype new methodological approaches and tools, applying them in novel ways to..."
"Washington, DC",Senior Product Manager,    Catalist,85000.0,"Catalist is home to a dedicated, creative team of technologists, data scientists and campaign experts who build best-in class data tools and science...."
"Columbia, MD 21044",Senior Systems Administrator,    Impact Research,92500.0,
"McLean, VA",Data Scientist:Veteran+Military Only,    Veteran Staffing Network of Easter Seals,150000.0,"Extensive knowledge of statistics/math, familiarity data structures, data analysis, and generally working with data, familiarity with, ideally, multiple..."
"Washington, DC",Machine Learning Data Engineer (Manager),        Jobspring Partners,140000.0,"Right now, this rapidly expanding division is seeking a multiple Machine Learning Data Engineers (senior level through Manager level) who have a strong..."
"Greenbelt, MD",HP020 Linux/Mac System Administrator,"        ADNET Systems, Inc.",80000.0,
"Washington, DC",Research Analyst - Law Firm,    Fawkes IDM,75000.0,"Performing legal, business and scientific reference and research using a variety of free and fee-based databases and websites...."
"Rockville, MD",Research Associate Level I (Process Development Dpt.),"    ProMetic BioTherapeutics, Inc. (PBT)",46000.0,A Bachelor’s Degree and 0-2 years of experience in the scientific field or in a related area. The candidate will be responsible for leaning basic purification...
"Arlington, VA 22201 (Lyon Village area)",Front End Engineer,        Workbridge Associates,140000.0,"They have built an experienced team of data scientists and retail market experts, and a development team that is changing the way retailers make decisions...."
"Alexandria, VA",Senior Credit Risk Transfer Research Analyst,    KVR Consultant,135000.0,"SAS, R, SQL, Python, Tableau. Responsibilities include developing analytics-based data-driven investor marketing materials, identifying topics and issues for..."
"Alexandria, VA",OPIR Scientist - Laser Specialist 1,    TULKORP.,97000.0,
"Springfield, VA",R & D Scientist **AMENDED,        National Geospatial-Intelligence Agency,120212.5,
"Washington, DC",VP of Advanced Analytics,    Harnham,250000.0,"You will manage and develop a team of Data Scientists and Analysts, but will take a lead on delivering solutions and recommendations to clients to enhance their..."
"Boston, MA",Data Scientist,        Darwin Recruitment,120000.0,"Data Scientist - Machine Learning - NLP - Python - R - Bayesian Statistics - Frequentist - Boston. Use machine learning nlp to a data rich environment,..."
"Somerville, MA",Technical Data Analyst,    Sharp Action LLC,70000.0,
"Boston, MA","Analyst/Senior Analyst, Advanced Analytics",        Liberty Mutual,94100.0,"Participate in discussions with key stakeholders, such as Underwriting, and GS Analytics modeling team consisting of data scientists to support development of..."
"Boston, MA","Senior Analyst, Advanced Analytics",        Liberty Mutual,94100.0,You will also support these data scientists in manual scoring of data for some deployed complex models. There is also the opportunity to learn to build simple...
"Boston, MA",Research Analyst III,        Commonwealth of Massachusetts,66890.0,"Design, plan and implement research activities in order to ensure the availability of required information and data;..."
"Boston, MA 02116 (South End area)",Data Engineer,        Jobspring Partners,150000.0,Analytics automation company in downtown Boston is looking to hire a Senior Data Scientist to join their newly formed Data Services team....
"Boston, MA",Senior Machine Learning Engineer,        Darwin Recruitment,175000.0,"Apply machine learning, NLP and deep learning methods to huge data sets. Machine Learning Engineer - Machine Learning - NLP - Java - Python - Spark - Boston...."
"Newton, MA",Research Analyst,"    Asset Recovery Advisors, Inc.",32500.0,Data entry pertaining to ongoing research and data management using excel and other processing software. Is a Massachusetts based research firm specializing in...
"Boston, MA",SENIOR DIRECTOR OF DATA SCIENCE - RETAIL,    Harnham,180000.0,Data Scientist | Director | Retail | Statistical Methods | Predictive Analytics | Machine Learning | Advanced....
"Boston, MA 02116 (South End area)",Site Reliability Engineer,        Workbridge Associates,130000.0,Manage Linux databases. The company has a very diverse group of developers and scientists from over 180 counties around the world....
"Cambridge, MA 02142 (East Cambridge area)","Lead Scientist, Computational Biology",        HireMinds,100000.0,Reporting results to scientific team and executive management. Data analysis and integration into refinements of the algorithm....
"Boston, MA",Research Analyst - fintech startup,    Bison,45000.0,
"Billerica, MA",Lead EMI Qualification Test Engineer,        CEC,120000.0,
"Framingham, MA 01701",Mid-level Machine Learning Engineer,        Workbridge Associates,140000.0,
"Boston, MA",Quantitative Analyst or Manager Decision Sciences,        Analytic Recruiting,110000.0,"Analytics, analyst, retail banking, statistical modeling, quantitative analyst, marketing analytics. Expertise with SAS, SQL, R and other tools...."
"Boston, MA",Software Development Engineer,        WDS Global Partners LLC,145000.0,Un sugervised experience applying machine learning and data mining:. Ability to work in a multidisciplinary group of scientists*....
"Boston, MA","NLP PRINCIPAL DATA SCIENTIST, WORLD-CLASS CONSULTANCY ROLE",    Harnham,170000.0,Data Scientist | Natural Language Processing | Statistical Methods | Predictive Analytics | Machine Learning | Advanced....
"Pittsburgh, PA",Statistical Marketing Analyst,    DBD Staffing,57500.0,"Manage data analysis support for segment targeting and opportunity assessment for Marketing Plan development with syndicated economic data (McGraw Hill, Hoovers..."
"Pittsburgh, PA",Research Review Analyst - Full Board,        The University of Pittsburgh,52884.0,"When appropriate, the RRA -FB may facilitate discussions at full board meetings or participate as a board member to ensure that risks to human subjects are..."
"Pittsburgh, PA 15236",Data Scientist/Ontologist,        ApTask,180000.0,"Leveraging new sources, increasing flexibility and ease of integrationShape data management practices, promote best practices and innovation regarding the use..."
"Pittsburgh, PA",Senior Statistician,    All-In Analytics,75500.0,"Experience with data mining, discovery, classification, transformation, and visualization. Knowledge of machine learning is preferred...."
"Philadelphia, PA",Data Scientist,"    Computer Enterprises, Inc. (CEI)",160000.0,"Excel, SQL, SAS, R, and Tableau) through determination of appropriate analytic approach (sample data analysis, trending, regression, etc.)...."
"Philadelphia, PA",Data Scientist,        Workbridge Associates,107500.0,"If you’re a Data Scientist or aspiring that leverages a healthy amount of Machine Learning and Predictive Modeling with either Python or R, then this could be a..."
"Philadelphia, PA 19102 (City Center West area)",Data Scientist,        Jobspring Partners,160000.0,This candidate will lead a team of data scientists and data engineers that develop the data processing engine that analyze and translate data from medical...
"Philadelphia, PA",Data Scientist Healthcare,    Harnham,130000.0,"Data Scientist - Healthcare. Data mining, machine learning, operations research, natural language processing, statistics, or information retrieval...."
"Ambler, PA 19002",Data Scientist for Marketing Technology,        Workbridge Associates,175000.0,"Health, dental, vision. Ability to work with R and C++. By earning the loyalty of customers through relevant and efficient experiences, my client has continual..."
"Philadelphia, PA 19103 (Belmont area)","Data Scientist - Analytical Experiments, Analytical Tools","    Computer Enterprises, Inc.",140000.0,"Excel, SQL, SAS, R, and Tableau) through determination of appropriate analytic approach (sample data analysis, trending, regression, etc.).Distilling analytic..."
"Philadelphia, PA",Principal Data Scientist,    Averity,157500.0,"You will analyze, manipulate and interpret massive amounts of data from various sources and use your big data (Spark, Python, R, Scala, Machine Learning,..."
"Wilmington, DE",Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing",115000.0,"Use your current research and analysis skills to apply various statistical and machine learning techniques, to develop predictive models, experimental designs,..."
"Philadelphia, PA 19107 (City Center East area)",Senior Software Engineer (Scala),    Juno Search Partners,120000.0,"Their academic platform helps answer questions around data sharing and analysis, helping scientists and medical professionals make better decisions within..."
"Horsham, PA",Senior Statistician/Data Scientist-PHARMA,        Smith Hanley Associates,120000.0,
"Philadelphia, PA",Director of Data Science,    Averity,195000.0,
"Philadelphia, PA",Quantitative Analyst (Big Data Focus) at $10+ Billion Hedge...,    Averity,250000.0,We are looking for a Quantitative Analyst with experience utilizing big data to join our $10+ Billion Hedge Fund in the Philadelphia area....
"Philadelphia, PA",Data Science Manager Healthcare,    Harnham,170000.0,"Data mining, machine learning, operations research, natural language processing, statistics, or information retrieval...."
"Collegeville, PA",Clinical Study Associate Trial Master File – TMF,    inVentiv Health Clincal,56000.0,"At least 3 years’ experience from a CRO or Sponsor Company working in clinical research, clinical operations or data scientist roles (eg Study Manager, Clinical..."
"Horsham, PA 19044",Angular Software Developer,        Jobspring Partners,100000.0,"The engineering team is a mixture of data scientists, back-end engineers and front-end developers. Full health, dental, and vision insurance...."
"Philadelphia, PA 19148 (South Philadelphia area)",Personal Care Formulation Scientist,    Chatham Group,57000.0,"Assists in the development of the promotional materials such as demo formulations, formulation data sheets, trade magazine articles, technical data sheets,..."
"Atlanta, GA",Machine learning / AI / Restful API web services Engineer at...,    CareerMonks,120000.0,"Familiarity with No SQL databases, bot framework, data streaming and integrating unstructured data will be plus...."
"Atlanta, GA",Data Scientist - Supply Chain,        Analytic Recruiting,107500.0,"Supply Chain, SAS, R, Predictive Modeling, Predictive Analytics, SQL. Data Scientist, Supply Chain sought by Fortune 500 company to be part of a leading-edge..."
"Atlanta, GA",Supervisory Health Scientist,        Centers for Disease Control and Prevention,143516.0,"Whether we are protecting the American people from public health threats, researching emerging diseases, or mobilizing public health programs with our domestic..."
"Marietta, GA",Senior Research Analyst,"    Competitive Promotion Report, LLC",50000.0,"Since 1989, Competitive Promotion Report, LLC (CPR) has provided competitive market intelligence and insights to leading manufacturers in the Health, Beauty &..."
"Norcross, GA",Business Research Analyst,    CI Radar,31000.0,"Become a subject matter expert on clients’ market space, competitors, and products. The analyst will be assigned clients and will be in charge of creating and..."
"Atlanta, GA",Data Scientist - Healthcare,    Harnham,170000.0,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. The award winning Advanced Data & Analytics team is involved..."
"Roswell, GA",Senior Statistical Consultant,        Principle Solutions Group,120000.0,"R and/or Python experience a plus. For immediate consideration, please send your MS Word formatted resume to caroline.railey@principlesolutions.com...."
"Atlanta, GA",Solutions Development Engineer,        Oversight Systems,58600.0,"Oversight reduces the need for hard-­-to-­-find data scientists and reduces the cost for analysis. Through Insights On Demand, Oversight provides customer-­..."
"Cincinnati, OH",Senior Quantitative Analyst,    3coast,115000.0,"Other project s/t asks as assigned by MRM management . Statistics, math, physics, finance etc.). Prefer LOCAL AREA candidates, as NO relocation is being paid by..."
"Cincinnati, OH",Operations Research Analyst,    Careerfits,79420.0,"Define data requirements and gather and validate information, applying judgment and statistical tests. Analytical or scientific software...."
"Cincinnati, OH",Process Engineer Manager,    Sirrus Chemistry,110000.0,"Collaborate with other R&D scientists and other departments to effectively support projects. Direct budget responsibility, including overall project..."
"St. Louis, MO",Staff Scientist - Computational Genetics - Cardiology,        Washington University in St. Louis,54095.5,We study these problems in hopes of applying genetic findings and techniques to improve clinical care and human health....
"St. Louis, MO",Staff Scientist - Ophthalmology & Visual Science,        Washington University in St. Louis,54095.5,"Ability to analyze and interpret statistical data and to communicate data in a clear, concise manner. Performs complex statistical analysis of data collected..."
"St. Louis, MO",Senior Scientist - Psychiatry,        Washington University in St. Louis,56988.5,"We are seeking applicants for a Senior Scientist positions to work with highly dimensional data, especially next-generation sequencing data (WES, WGS and RNA..."
"St. Louis, MO",Staff Scientist - Pediatrics Gastroenterology,        Washington University in St. Louis,54095.5,"Ability to analyze and interpret statistical data and to communicate data in a clear, concise manner. Performs complex statistical analysis of data collected..."
"Creve Coeur, MO",Senior Java Full Stack Developer,        Mastech Digital,112500.0,Think through complex scientific problems and work to solve them by applying cutting edge data engineering practices....
"Tampa, FL",Market Research Analyst,"    The Klages Group/Research Data Services, Inc.",50000.0,"Available start date. The analyst position involves handling descriptive survey information, summarizing and displaying data using tables and graphs, client..."
"Tampa, FL 33609 (Swann Estates area)",Marketing Research Analyst,"        Vaco, LLC",55000.0,We offer you a solution - a career solution that allows you to free yourself to focus on what you do best....
"Pleasanton, CA 94588",Senior Machine Learning Data Scientist,        Workbridge Associates,200000.0,
"Oakland, CA",Full-stack designer,    Even,34142.0,Work side by side with data scientists and researchers to understand the problems you’re solving and whether your solutions are helping....
"Berkeley, CA",Lecturer - Sutardja Center for Entrepreneurship & Technology,        University of California Berkeley,108607.5,"Established in 2005, SCET's mission has been to equip engineers and scientists with the skills to innovate, productize, and commercialize technology in the..."
"Berkeley, CA",Postdoctoral Scholar - Building Blocks of Cognition Laborato...,        University of California Berkeley,50178.0,Neuroimaging data analysis and longitudinal data analysis. The incumbent will work in the Building Blocks of Cognition laboratory of Professor Silvia Bunge at...
"Austin, TX",Research Scientist,    Senseye,82500.0,"Extensive experience in Bayesian modeling with an emphasis on Hidden Markov Models, Restricted Boltzmann Machines, Gaussian Mixture Models, and other types of..."
"Austin, TX 78746",Senior Research Scientist (Principal Investigator level),    Gibson - An Education Consulting & Research Group,130000.0,"These roles include the responsibilities typically associated with project directorship, including overseeing and contributing to proposal development with a..."
"Austin, TX",Planner Sr (Statistician),        Travis County,58916.5,"Performs professional statistician work, including planning, developing and implementing highly advanced complex projects and programs with broad scope, and..."
"Austin, TX 78759 (Arboretum area)",Bioinformatics Specialist-Metagenomics/Proteomics,"        Signature Science, LLC",90000.0,"The Bioinformatics Specialist will work within a team of molecular biologists, forensic scientists, biochemists, bioinformaticians, database managers,..."
"Austin, TX 78759 (Arboretum area)",Computer Scientist/Software Engineer,"        Signature Science, LLC",79000.0,"Develop and implement application test plans, including both integration and full system test plans for publications, software and training materials...."
"Austin, TX 78701 (Downtown area)",Permitting Specialist,    JE Compliance,43500.0,"JECSI is a mid-sized company of environmental consultants and engineers and technical, scientific, and business software application developers and engineers..."
"Austin, TX",JavaScript Developer,    Oscar Technology,120000.0,The MEAN Stack JavaScript Developer will be working alongside Data Scientists responsible for creating web and mobile products for the Medical / Pharmaceutical...
"Austin, TX","Laboratory Supervisor, Microbiology (Days)",    Lighthouse Recruiting,90000.0,"Join our Medical Laboratory Scientists Groups:. The Laboratorian features a list of open clinical lab jobs, the latest industry news, salary information,..."
"Austin, TX 78701 (Downtown area)",Full Stack JavaScript Developer - MEAN stack,,100000.0,"They offer unlimited PTO, flexible working hours, stock options and an excellent environment for growth.The RoleThe MEAN Stack JavaScript Developer will be..."
"Houston, TX",Data Scientist,    Platinum Solutions,100000.0,The Data Scientist works with the advanced analytics team on data and business intelligence resources to build and deliver advanced analytics capabilities to...
"Houston, TX",Bioinformatics Software Developer,    Genialis,65000.0,"We aim to empower life scientists to engage with their data, and to liberate bioinformaticians from rote service jobs, so both can focus on heavy-hitting..."
"Houston, TX",Flow Cytometry Specialist I,        Baylor College of Medicine,46831.0,One year of flow cytometry experience in a clinical or research flow cytometry laboratory. Acquires and constantly maintains current knowledge of scientific...
"Houston, TX",Quality Assurance Analyst (Research),        Baylor College of Medicine,43794.0,"The QA analyst will report to the Director of Project Development and will assist project managers in sample tracking, data quality control screening and..."
"Houston, TX",Research Scientist,        Rice University,59950.0,"Various fields in science and engineering, including but not limited to materials science, physics, applied physics, chemical engineering, mechanical..."
"Houston, TX 77058 (Pasadena area)",Postdoctoral Fellow Bioinformatics,        Texas A&M University,65000.0,The Institute off Biosciences and Technology (IBT) at Texas A&M University Health Science Center is an internationally recognized leader in biomedical and...
"Houston, TX",Research Statistical Analyst -Bioinformatics & Computational...,        MD Anderson Cancer Center,83000.0,"The primary purpose of the Research Statistical Analyst position is to c arry out data preparation responsibilities related to cancer clinical trials, develop..."
"Houston, TX",Staff Scientist (Biocurator I),        Baylor College of Medicine,60000.0,These positions represent ideal opportunities for individuals wishing to developer a career path away from the bench in the emerging area of biomedical data...
"Dallas, TX",Sr Software Engineer II,        Altair Engineering,102000.0,"Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers...."
"Dallas, TX",Senior Statistician,    Harnham,105000.0,"Experience using a wide range of Analytics tools is desirable (, SAS, SQL, R, Python etc.). The successful Senior Statistician can expect a salary of $100,000 -..."
"Richardson, TX",Research Associate,        University of Texas at Dallas,50000.0,"Qualified individuals must have training and experience in research in developmental or child clinical psychology, excellent writing skills, strong expertise in..."
"Dallas, TX 75201 (City Center District area)",Senior Principal Data Scientist,    Lawrence Harvey,190000.0,"Candidates and 7 years for Masters candidatesMinimum 5 years of work experience in relevant domains (Energy, Oil & Gas, Chemicals, Natural Resources, Mining &..."
"Dallas, TX",Certifying Scientist,    Lighthouse Recruiting,72500.0,"Join our Medical Laboratory Scientists Groups:. The Laboratorian features a list of open clinical lab jobs, the latest industry news, salary information,..."
"Irving, TX 75038",RISK ANALYST - statistical modeling / SAS,        Cottonwood Financial,57150.0,KEY RESPONSIBILITIES Develop and implement effective scoring models to be used in decisioning across all aspects of the customer lifecycle Work closely with...
"Seattle, WA",Data Scientist,    NxT Level,142500.0,"We are looking for a passionate Data Scientists that are looking to deep dive into a Seattle, WA company that's growing exponentially...."
"Bellevue, WA",Data Engineer/Scientist,    Employment Trust,117500.0,"Unlock insights from consumer, commerce, and logistics datasets with math/statistical modeling, machine learning, data mining, econometrics to help understand..."
"Seattle, WA",Software Engineer - Machine Learning,    NxT Level,171000.0,
"Bellevue, WA 98004 (Downtown area)",Internet Research Analyst,"    G2 Web Services, LLC",35000.0,"Please include ""Internet Research” and your name in subject line of your response. As a progressive employer, we offer a competitive salary with a complete..."
"Seattle, WA",Senior Data Scientist,        Smith Hanley Associates,160000.0,"Senior Data Scientist. Deep learning, graphical modeling, NLP, learning to rank, data mining and web mining. You will be given flexibility to pursue interesting..."
"Seattle, WA",Business Intelligence Scientist,    All-In Analytics,125000.0,"SQL, Digital Analytics, eCommerce, Big Data, A/B Testing, data mining, data analysis, reporting, dashboarding, product management, program management, agile,..."
"Seattle, WA",Environmental Compliance Coordinator,        King County,93350.0,"FESU is the Division's professional and technical services unit that consists of approximately 30 engineers, architects and scientists that works..."
"Seattle, WA",Associate Analytics Analyst - Liberty Mutual Surety,        Liberty Mutual,59500.0,"Opportunities to advance through Advanced Analytics and Data Scientist career tracks. In this entry-level role, you will work on our new Surety Analytics team,..."
"Seattle, WA 98101 (Downtown area)",Predoctoral Research Fellow,        Seattle Children's Hospital,45850.0,"The fellow will be mentored by the program director, a computer scientist and developmental researcher, and involved in an active community of clinical and..."
"Seattle, WA",Sr. Global Device Manager,    All-In Analytics,162500.0,"Working with a team of Analysts, Software Developers, Data scientists, and Product Managers. Sr...."
"Boulder, CO","Head, Jerry Crail Johnson Earth Sciences & Map Library",        University of Colorado,65000.0,
"Phoenix, AZ","Clinical/Research Nurse, OB/GYN (Phoenix, AZ)",        The University of Arizona,70000.0,
"Minneapolis, MN",Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing",115000.0,"Use your current research and analysis skills to apply various statistical and machine learning techniques, to develop predictive models, experimental designs,..."
"Minneapolis, MN 55439",BI Architect / Data Architect / Data Scientist - blend | Con...,    RED SKY Consulting,120000.0,"Data Architect, BI Architect, Data Scientist, Data Architect, Data Scientist, BI Architect, business intelligence architect, ETL developers, marketing, Customer..."
"Saint Paul, MN",User Interface and Data Manager,    Monarch Joint Venture,58700.0,"Guidelines for data sharing, 2) recommendations for creating a centralized database that can meet national and tri-national needs for housing and sharing data,..."
"Minneapolis-Saint Paul, MN",Division Administrative Support-Oral and Maxillofacial Surge...,        University of Minnesota,43794.5,"Experience working with confidential data (student, health records or financial data). Manage faculty academic and professional calendars and manage conference..."
"Miami, FL",Machine Learning Engineer,        CTI Consulting,120000.0,"Experience applying machine learning techniques to noisy, uncertain and/or dynamic data sets. Design and implementation of machine learning software solutions..."
"Coral Gables, FL",Sr. Research Analyst / Pre-award Grants,        University of Miami,56000.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Miami, FL",Associate Scientist / R&D Division,    Open Scientific,47500.0,Maintain familiarity with current scientific literature and trends. If you are extended a permanent offer the salary could range between $52K to $58K with...
"Coral Gables, FL",Research Associate 1,        University of Miami,46000.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Coral Gables, FL",Sr. Research Analyst,        University of Miami,56000.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Dania Beach, FL",Legal Research Analyst,        Liberty Settlement Funding,30000.0,"Liberty Settlement Funding, a rapidly growing financial service organization, is seeking applicants with an analytical bent for full-time entry level Legal"
"Coral Gables, FL",Research Analyst,        University of Miami,46000.0,Work directly with Principal Investigator and Executive Director of Clinical Research Services to create study specific budgets for all new clinical trials ...
"Coral Gables, FL",Research Analyst (Two open positions),        University of Miami,50000.0,"Experience with data warehousing and reporting tools, Basic Macro, PeopleSoft, ERP and OBIEE systems and/or developing database queries (e.g., SQL)...."
"Coral Gables, FL",Sr. Research Laboratory Technician,        University of Miami,46000.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Coral Gables, FL","Psychiatry- Assistant Scientist, SOM",        University of Miami,75400.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Miami, FL",QC Scientist,    Open Scientific,56500.0,
"Coral Gables, FL",Research Laboratory Technician,        University of Miami,38400.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Charlotte, NC",Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing",115000.0,"Use your current research and analysis skills to apply various statistical and machine learning techniques, to develop predictive models, experimental designs,..."
"Charlotte, NC 28277 (Piper Glen Estates area)",Data Scientist,"    Syntelli Solutions, Inc",120000.0,2+ years as Senior/Lead Data Scientist. Lead role in our very fast growing Data Science team from marketing analytics perspective....
"Charlotte, NC 28202 (Downtown Charlotte area)",Marketing Analytic Consultant,        Principle Solutions Group,105000.0,"Marketing Analyst, Data Scientist, Quantitative Analyst, SAS, R, CRM, SQL, market segmentation, data trends, visualization techniques, algorithm...."
"Charlotte, NC",Full Time Bioinformatics Software Developer,        UNC Charlotte,65000.0,"With a major NSF grant recently awarded, Pathview will be fully developed as a systematic solution for pathway based analytics and visualization...."
"Charlotte, NC",Analytics Manager (Machine Learning),"    Kennedy Unlimited Inc, Professional Staffing",135000.0,"Strong recent projects involving programming in SAS, R and Machine Learning algorithms. Fill Key job opening in Analytics Manager (Machine Learning)...."
"Charlotte, NC 28202 (Downtown Charlotte area)",Database Analyst,        Principle Solutions Group,70000.0,"Interest in Big Data Development, Data Analytics, Data Scientist. Our industry leading client is looking to build out a new Data and Analytics Solutions team..."
"Nashville, TN",Statistician,"    CES, LLC",66500.0,"Demonstrated experience and knowledge of health care information (health claims data specifically Medicare and Medicaid, ICD-9-CM codes, physician specialty..."
"Brentwood, TN","PhD Laboratory Director, Toxicology and Pharmacogenetics",    Lighthouse Recruiting,112500.0,This lab operation is looking to bring on a Lab Director to manage clinical toxicology and PGX. This is an ideal role for an experienced lab manager who is...
"Kansas City, MO 64111 (Valentine area)",Community Connections Projects Manager,        Cornerstones of Care,47500.0,Creating Community Solutions-KC (CCS-KC) brought more than 300 participants together at an action-planning session in 2013 where young adults said life-skills...
"Columbus, OH",Statistical Analyst,    National Career Group,65000.0,"Proficient in data analytics function, pivot tables, v-lookup formulas, and name manager functions. Participate in planning and execution of departmental..."
"Franklin County, OH",Assessment Research Analyst,    State of Ohio Jobs,65468.0,Collects data and analyzes data with statistical analysis software; Data resource allocation process; Is your strength data analysis?...
"Columbus, OH 43203 (Near East area)","Director, Data Analysis & Compliance",        Columbus Urban League,61000.0,"Process and monitor agency data reports to ensure the accuracy of agency outcomes. Director, Data Analysis & Compliance...."
"Columbus, OH",Data Scientist,    Harnham,130000.0,An opportunity for technical data scientists to join an innovative boutique consultancy to support the surge in demand of new data science projects on behalf of...
"Columbus, OH",Post Doctoral Researcher,        The Ohio State University,50250.0,"In a relevant field such as genetic epidemiology, statistical genetics, biostatistics or bioinformatics is required...."
"Franklin County, OH",Assessment Research Analyst,        State of Ohio,65468.0,Collects data and analyzes data with statistical analysis software; Data resource allocation process; Is your strength data analysis?...
"Columbus, OH",Director-00,        The Ohio State University,112500.0,"With 38 departments, 20+ world-class research centers, and more than 2,000 faculty and staff members, our students, undergraduate and graduate, have the unique..."
"Columbus, OH",Statistical Business Analyst,    National Career Group,65000.0,"Will also act as a liaison between engineering managers, senior managers, division directors, and department management in budget and business activities to..."
"New York, NY 10005 (Financial District area)",Real World Evidence Statistical Analyst,        Barrington James,110000.0,
"New York, NY",Data Scientist,        Smith Hanley Associates,90000.0,"Additional responsibilities will include data and text mining using large and complex data sets, both financial and non-financial related...."
"Manhattan, NY",Hydrologist,    DEPT OF PARKS & RECREATION,78000.0,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with..."
"New York, NY",Sr Data Scientist - NLP & CODING REQUIRED,    PMES,155000.0,"Data manipulation and analysis using SQL, noSQL, Java, C, SAS, and machine learning suites such as Mahout, Weka, and RapidMiner:...."
"Manhattan, NY","Panel Maintenance Analyst, World Trade Center Health Registr...",        DEPT OF HEALTH/MENTAL HYGIENE,65977.0,The World Trade Center Health Registry (WTCHR) was developed as a public health response to document and evaluate the physical and mental health impact of the...
"New York, NY",NLP Scientist-R&D,        WSI Nationwide,140000.0,"If you know someone who might qualify, Please don't call to ask if there any exceptions, there aren't), e-mail a Word or RTF resume with contact information,..."
"New York, NY","Manager, Client Strategy",    DemystData,92500.0,"Experience in data analytics, statistics, or R programming preferred. We are a collection of engineers, data scientists and industry experts...."
