location,title,company,salary,summary
"Santa Clara, CA 95054",Instrumentation Software Engineer,        Picarro,NA,"Minimum 3 years of experience in data acquisition software development, data processing and analysis, control algorithm design, and/or data visualization...."
"Menlo Park, CA",Computer Scientist (Dual Posting),        SLAC National Accelerator Laboratory,NA,"SLAC is seeking scientists to formulate and carry out world-class computer science research in areas of relevance to SLAC, including but not limited to systems..."
"Mountain View, CA",Compliance Specialist III,        AstraZeneca,NA,The Clinical Pharmacology & DMPK (CPD) Department is seeking a highly motivated individual with strong GLP experience to join the bioanalytical group as a...
"Los Gatos, CA",Senior Research Scientist - Algorithms Engineering,        Netflix,NA,The Algorithms Engineering team is looking for a passionate and talented applied machine learning expert to lead the way by researching and developing the next...
"Sunnyvale, CA","Manager, Technical Operations Center",        Walmart eCommerce,NA,"Customer follow up, manage dynamic P1 and P3 calls, provide performance metrics and demonstrating expertise within Service Management processes and procedures..."
"Mountain View, CA",Lead Data Scientist,    Payette Group,NA,"In a relevant technical field with machine learning and data mining, or 3+ years experience in a relevant role...."
"Santa Clara, CA 95051","Staff Scientist, Bioinformatics",        Thermo Fisher Scientific,NA,"Experience with statistical data analysis software (such as R, SAS/JMP or Matlab) and experience with statistical data analysis are essential...."
"Menlo Park, CA","STAFF SCIENTIST, Cancer Genomics","    GRAIL, Inc.",NA,Supervise or mentor scientists and research associates. The ideal candidate should have a proven track record leading cutting edge research or developing...
"Mountain View, CA","People Analytics, PhD Intern Summer 2017",        Google,NA,"We are a group of social scientists with strong research backgrounds (PhDs in I/O Psychology, Organizational Behavior, Behavioral Economics, and related fields)..."
"Mountain View, CA","Technical Curriculum Developer, Google Cloud Platform",        Google,NA,"As a Technical Curriculum Developer, you will work closely with technical subject matter experts (SMEs) to design, develop and maintain technical learning..."
"Palo Alto, CA",Senior Software Development Engineer - Data Visualization,        A9.com,NA,"Engineers on this team have the unique opportunity to build tools, then use them while working as data scientists...."
"Sunnyvale, CA","Senior Engineer, Machine Learning",        Daimler,NA,"Bachelors + 5 yrs professional experience, Masters + 3 yrs professional experience or PhD in machine learning or adjacent fields (computer science, statistics,..."
"Santa Clara, CA",Research Scientist--Computer Vision and Machine Learning,    Apache Eng Solutions,NA,"Research Scientist -- Computer Vision & Machine Learning*. Expert in research areas such as computer vision, artificial intelligence, machine learning,..."
"Milpitas, CA 95035","Scientist, Research 4",        KLA-Tencor,NA,"In a scientific discipline that involves a solid grounding in Physics, Optics or EE is required. The candidate must have high proficiency in analytical data..."
"Mountain View, CA",Software Operations Specialist,    Nuro,NA,"NURO is a seasoned team of entrepreneurs and engineers, designers and scientists who pioneer technologies that benefit everyone...."
"Mountain View, CA 94041","Senior HCI Research Scientist, Emerging Technologies",        Mozilla,NA,"You can effectively choose and combine research methodologies to create thoughtful, valid and reliable insights. Our first project is a router for the home...."
"Menlo Park, CA",Research Support Intern,        SLAC National Accelerator Laboratory,NA,As a Research Support Intern you will assist Staff Scientists and post-doctoral researchers in developing and deployment of machine learning tools and...
"Santa Clara, CA","Sr Mgr Data Analysis Software, Sequencing",        Roche,NA,"Ability to mentor other architects, data scientists and engineers in career and skill growth. We are looking for a senior manager in Data Analytics to lead a..."
"Mountain View, CA 94041",Scientist / Sr. Scientist - Statistical Genetics,"    23andMe, Inc.",NA,"For senior scientists:. Supervise, develop, and mentor junior scientists. Our science has garnered the respect of many members of the broader scientific..."
"Santa Clara, CA 95051","Staff Scientist, Bioinformatics, Microarray",        Thermo Fisher Scientific,NA,
"San Jose, CA",Software Engineer III,        Cisco,NA,
"Palo Alto, CA",Machine Learning - Deep Learning Software Engineer,    Cheetah Ad Platform,NA,The engineer will develop machine learning technologies on open source big data and machine learning stack. Machine Learning Software Engineer....
"Menlo Park, CA",Senior Manager/Director of Software – Data Engineering,        Pacific Biosciences,NA,Lead the design and development of a data engineering architecture to support the needs of scientists and engineers across the company....
"Stanford, CA 94305",Software Developer 2,        Stanford University,NA,Simulation and experimental data (including through data visualization) as well. Research scientists to model and support their laboratory activities....
"Mountain View, CA",Staff Hardware Systems Engineer,        Complete Genomics,NA,"Present technical findings during design reviews, project reviews, company meetings, and scientific meetings. Plan for project resource requirements and project..."
"San Jose, CA",Cloud Services Engineer--Photography Platform,        Adobe,NA,Collaborate on content intelligence and machine learning algorithms/libraries and their corresponding data storage needs....
"Santa Clara, CA",Bioinformatics Engineer,    ITStaff Technical Resources,"$100,000 - $140,000 a year","Experience with scientific programming (Python, Matlab, R, etc.). Their sequencing platform is a true integrated circuit on standard semiconductor process..."
"Los Gatos, CA",Senior Software Engineer - Browser Player Team,        Netflix,NA,
"Mountain View, CA","FPGA Hardware Engineer, Daydream",        Google,NA,
"Santa Clara, CA 95054","Software Engineer, Machine Learning and Platform Engineering",        ServiceNow,NA,"As a part of the core Platform as a Service offering, the Intelligent Automation Development team is building the core machine learning/AI/predictive analytics..."
"Sunnyvale, CA",Statistical Programmer III,"        Pharmacyclics, LLC",NA,Performs data analysis using primarily the SAS programming language for the summary and interpretation of clinical trial data....
"Sunnyvale, CA 94089",Software Engineer -Autonomous Driving,    Baidu USA,NA,"Manage individual project priorities, deadlines and deliverables. Work with world-class talented group of software engineers and scientists to design and..."
"San Jose, CA 95110 (Downtown area)",PhD Intern - Next Gen Platforms,        HGST,NA,"Ideal candidate would work alongside WDC Research scientists on conceiving, prototyping and guiding development of new computing, storage, in-memory compute and..."
"Stanford, CA 94305",Cryo-Electron Microscopy Scientist (Science and Engineering...,        Stanford University,NA,Experience applying scientific and engineering principles and practices to perform technical services and support....
"Santa Clara Valley, CA","iOS Analytics Engineer, Apple News",        Apple,NA,"In this position, you will work closely with a team of world-class iOS engineers and data scientists to take News’s analytics and experimentation platform to..."
"Fremont, CA",Optical Scientist/Engineer IV,        Triple Ring Technologies,NA,
"Menlo Park, CA","Software Engineer, Experimentation Platform",        Facebook,NA,Work with Data Scientists to devise and scale out new statistical methods for improving efficiency and accuracy of experiment analytics....
"Menlo Park, CA","Technical Program Manager, Ads Machine Learning",        Facebook,NA,"In this position, you will influence frontier ads problems, build world-class ad products, and work with some of the world’s most talented Engineers, Data..."
"Palo Alto, CA 94301 (Professorville area)","Senior Software Engineer, Machine Learning",        Criteo,NA,Deploy to production.Collaboratively architect the system design to scale machine learning algorithms and relevance related graph algorithms.Find the signal...
"San Jose, CA","Data Scientist, Architect",    Elevate Recruiting Group,NA,"Data Scientist, Architect. In related field with 5+ years experience applying data mining techniques to real business problems...."
"Santa Clara, CA",Scientist - protein engineering / protein biochemistry,    Axbio Inc,NA,"Advanced data analysis skills. Axbio Inc., a well funded silicon valley based startup developing fast molecular In- Vitro diagnostic technology, is seeking a..."
"Santa Clara, CA",Chief Scientist,        Huawei,NA,"Leading in advanced Artificial Intelligence, Machine Learning and Data Mining area, majorly focus on the long term research topics, like relative theory..."
"Santa Clara, CA 95051","Staff Scientist, Boinformatics",        Thermo Fisher Scientific,NA,Significant record of scientific achievement through multiple publications in peer-reviewed journals if applicable and full comprehension of established...
"Palo Alto, CA",Software Development Engineer - Experimentation Infrastructu...,        A9.com,NA,
"Mountain View, CA","Software Developer, Machine Learning",        BMW of North America LLC,NA,"Manage both self-identified and assigned projects (planning timeline controlling budget and capacity, documenting project and process)...."
"Palo Alto, CA",Software Development Engineer - Core Ranking & Applied Machi...,        A9.com,NA,Strong background in machine learning and data mining with a broad understanding of unsupervised and supervised learning methods....
"Santa Clara, CA","Training Platform Engineer, Deep Learning Institute",        NVIDIA,NA,"NVIDIA is searching for a world-class platform engineer to lead the development of a next-generation online training system for developers, data scientists and..."
"Silicon Valley, CA",Customer Application and Support Engineer,    Raith GmbH,NA,"We are a company of scientists, engineers and professionals committed to delivering and supporting these complex systems for our Customers in the Americas...."
"Santa Clara Valley, CA",Data Architect,        Apple,NA,"Ability to communicate effectively and work cooperatively with software, operations and data scientists. Responsible for data profiling, data analysis, data..."
"Mountain View, CA",Senior Data Scientist/Information Retrieval Engineer,    Elevate Recruiting Group,NA,"3+ years of experience in data mining, information retrieval, internet search, or related field. Experience with large scale data processing, data structure..."
"Los Gatos, CA",Senior Open Source Software Engineer - Big Data Platform,        Netflix,NA,
"San Jose, CA",Head of Product Management,    Signifyd,NA,"You will oversee the PM team as well as collaborate closely with UX designers, engineers, data scientists, analysts, marketers and other cross-functional team..."
"San Jose, CA",Data Scientist / Machine Learning Engineer,"    Computer Enterprises, Inc. (CEI)",NA,"​​Excellent understanding of machine learning techniques and algorithms, especially in the deep learning area -- both theoretical underpinnings and craft ..."
"Pleasanton, CA",Scientist Req # 6910909,    SQA Solution Agency,NA,"Compiles and prepares data for statistical, scientific analyses, reports, or for presentations. Keeps supervisor/project leader informed of project status,..."
"Palo Alto, CA","Technical Program Manager, Relevance Measurement",        A9.com,NA,"You will create and own cross-functional project plans related to search relevance measurement , manage the roadmap (from inception through implementation),..."
"Sunnyvale, CA 94089","Computer Vision, Pattern Recognition and Optimization Expert",        Rambus,NA,And our history runs deep – we have been a staple in Silicon Valley for the past 25 years and are continually anticipating key technology trends and are...
"Sunnyvale, CA","Clinical Research Scientist, Principle",        St. Jude Medical,NA,Active participation as a core team member and subject matter expert in the Clinical Analytics group. This position will work closely within the clinical study...
"Santa Clara, CA 95051","Staff Scientist, Boinformatics, Microarray",        Thermo Fisher Scientific,NA,
"Santa Clara, CA",Prinicipal Scientist Clinical Research,        ABBOTT LABORATORIES,NA,"Writes clinical evaluation plans and reports, study protocols, protocol amendments, informed consents, study reports, risk master lists, and scientific papers..."
"Palo Alto, CA","Software Development Engineer, Analytics Tools",        A9.com,NA,"You will work closely with a stellar team of engineers, data scientists, designers and product managers to ensure A9’s internal tools and platforms are a..."
"Menlo Park, CA","Applied Research Scientist, Machine Translation",        Facebook,NA,Facebook is seeking an Applied Research Scientist to join our Machine Translation Team in Menlo Park. This team is part of the Applied Machine Learning...
"Menlo Park, CA","Technical Program Manager, Artificial Intelligence/Machine L...",        Facebook,NA,"Degree with focus in Machine Learning, Data Mining, or Statistics. There is a broad array of projects in CoreML including a machine learning platform used by..."
"Sunnyvale, CA",Engineering Assistant,"        Magic Leap, Inc.",NA,
"Mountain View, CA",Bioinformatics Scientist I - NGS,    Clontech,NA,Manage the group’s NGS workstations and coordinate with IT staff regarding computer resourcing and data management....
"Palo Alto, CA 94304","Senior Engineering Manager, Maps",        Uber,NA,"We are looking for a strong, Senior Engineering Manager who can help identify the key open challenges, create a viable road-map and lead a team of world class..."
"Santa Clara, CA",Software Intern - Large Scale Graph Computing,        Huawei,NA,"The Big Data department at the Huawei Research America is seeking several Interns Scholars to conduct fundamental and applied research in Graph Analytics, High..."
"Sunnyvale, CA 94089",Computational Optics Expert,        Rambus,NA,
"Santa Clara Valley, CA",Web Application Engineer,        Apple,NA,"Working with our Data Scientists and Big Data Engineers, you will develop new ways to visualize and interact with data extracted from our large Hadoop clusters...."
"Sunnyvale, CA",Senior Database Engineer,        Walmart eCommerce,NA,"As idea explorers for eCommerce, our engineers, scientists, consumer internet professionals and visionaries design, prototype and build extraordinary products...."
"Menlo Park, CA 94025",Software Engineer - Neurosciences Program,        SRI International,NA,
"Palo Alto, CA 94304",Senior Data Visualization Engineer,        SAP,NA,Use data science and visualization to create intelligent products for the best-in-class cloud procurement solution....
"San Jose, CA 95110 (Downtown area)",Senior/Staff Software Engineer - Big Data Analytics,        Virtual Instruments,NA,
"Palo Alto, CA",Principal/Senior Software Engineer â Deep Learning,"    DOCOMO Innovations, Inc.",NA,"We are using approaches from Machine Learning, Artificial Intelligence to build next-generation intelligent systems and services for data analysis, text..."
"Fremont, CA",Senior Scientist,        Triple Ring Technologies,NA,"Senior Scientist – Location:. Our coworkers, representing the full range of scientific, engineering, and business disciplines, depend upon us to make our..."
"Mountain View, CA 94043",Senior Software Engineer - Algorithms/AI,    DataVisor,NA,We are a mix of big data software engineers and inquisitive data scientists. We run our advanced core unsupervised analytics engine and machine learning models...
"Santa Clara, CA 95054",Sr Cloud Software Engineer,        Palo Alto Networks,NA,
"Menlo Park, CA",People Research Scientist,        Facebook,NA,"Collaborate with data engineering and visualization engineers to access and manipulate data, explain data gathering requirements, and display results...."
"Sunnyvale, CA","Technical Product Manager, eCommerce",        Walmart eCommerce,NA,
"Mountain View, CA 94041",Senior Computational Biologist,"    23andMe, Inc.",NA,
"San Jose, CA 95125 (Willow Glen area)",Professional Services Engineer,        Intel,NA,Engage with Saffron's data scientists and development teams as required to ensure successful implementation of the Saffron platform within a customer's...
"Palo Alto, CA",Senior Applied Scientist,"        Amazon Web Services, Inc.",NA,Experience with data mining or machine learning applications. You will be at the heart of a growing and exciting focus area for AWS and work with acclaimed...
"Fremont, CA","Director, Digital Experience, Analytics",    Impact Consulting Services,NA,"You will manage the research, analysis, and monitoring of financial, technological and demographic factors and use this data as well as your analytical ability..."
"Sunnyvale, CA",Knowlege Engineer,"    A2Z Development Center, Inc.",NA,"Partnering with developers, product managers, machine learning scientists, and business leaders to identify opportunities to enhance the Alexa platform...."
"Moffett Field, CA","Operations Specialist (Mountain View, CA)",        KBRWyle,NA,"Work closely with the NASA project managers, scientists, engineers, and other operations specialists to enable and ensure success of life sciences research..."
"Menlo Park, CA",Associate/Staff Scientist (Dual Posting),        SLAC National Accelerator Laboratory,NA,The EPP Neutrino group at SLAC National Accelerator Laboratory is seeking a Scientist to join our team to work in the area of Accelerator-based Neutrino Physics...
"Santa Clara, CA","Bioinformatics Engineer, Sequencing",        Roche Molecular,NA,
"Sunnyvale, CA",Sr. Machine Learning Engineer,    Payette Group,NA,
"San Jose, CA",Business Technology Leader -Artificial Intelligence / Machin...,        Aricent,NA,"Excellent academic qualifications is essential with a strong preference for a post graduate qualification or Phd in Artificial Intelligence, Deep Learning,..."
"Palo Alto, CA",Post Doctoral Fellow,    Centrillion,NA,And will collaborate with external scientists on a number of projects. Communicate results to the scientific community via published papers....
"Mountain View, CA",3D Vision C++ Engineer,    Geomagical Labs,NA,"In addition to developing computer vision pipelines, you will develop tools, benchmarks and ground truth data sets for scientific studies, testing, and model..."
"Menlo Park, CA 94025",Fermentation Associate Scientist,    Antheia,NA,Analyze fermentation data and present key findings in team meetings. The main responsibilities for this position are to perform routine fermentation lab...
"San Jose, CA",Principal Scientist / Architect,        Adobe,NA,"Building and scaling a data platform that enables reliable, trustworthy, and approachable data delivered to all Adobe solutions and to thousands of Data..."
"Menlo Park, CA 94025",Assoc/Program Director--Cognition Research Program,        SRI International,NA,"Conduct original research and present results that demonstrate scientific merit, creativity and novelty of approach both in peer-reviewed publications and at..."
"Sunnyvale, CA",Sr Research Engineer,        Yahoo! Inc.,NA,"Closely with research scientists, machine learning users and service. Scientists in the industry and academic organizations through open...."
"Sunnyvale, CA",Principal Architect,        Microsoft,NA,"Experience in machine learning, data mining, information retrieval, natural language processing, graph computation, and large scale distributed computation...."
"Palo Alto, CA",Product Marketing Manager Growth (Partnerships),        HealthTap,NA,
"Newark, CA",Staff Robotics Research Scientist,        Neato Robotics,NA,Good documentation discipline including the ability to manage engineering specifications and author test plans....
"Mountain View, CA",Senior Data Engineer / Senior Data Scientist,    Harnham,"$160,000 a year",Statistics or Data Visualization experience. Harnham are exclusively partnering with a leading enterprise social listening platform in their search for a Senior...
"Pleasanton, CA 94588",Staff Data Engineer,        Ellie Mae,NA,We are looking for experienced data engineers and scientists to found the Data Engineering organization at Ellie Mae....
"Santa Clara, CA","Software Engineer, Algorithms and Machine Learning",        NVIDIA,NA,"Explore traditional, machine learning or deep learning based algorithms towards solving real word issues in chip design...."
"Sunnyvale, CA",Security Engineer,        Walmart eCommerce,NA,
"Palo Alto, CA 94306 (Barron Park area)",Software Engineer: Big Data Platform,        Instart Logic,NA,"Design and Implement the data processing, analytics and machine learning part of the platform. Maintain, Manage and Build out a data platform that can process..."
"Sunnyvale, CA 94085",Market Research Analyst,    Perceptive Technologies,NA,Please refer to Job# PT7 when applying. Global System Analysis by Application:....
"Santa Clara, CA","Sr. Machine Learning Engineer, Autonomous Systems",    A³ by Airbus Group,NA,
"Milpitas, CA","Senior Architect/Research Scientist, Networking Platform",    Intellipro Group Inc.,NA,"Work as an individual contributor, leading project efforts across internal and external teams, contributing to the project and ensuring a successful delivery on..."
"Palo Alto, CA 94301 (Professorville area)","Back-End Software Engineer, Search",        Houzz,NA,Work with data scientists to improve overall search quality. Houzz is looking for a passionate engineer who has extensive experience in search infrastructure to...
"Sunnyvale, CA",C++ Software Engineer,        Daimler,NA,"Collaborate with Data Engineers and Scientist to implement embedded Analytics algorithms. Background in Machine Learning, Artificial Intelligence or applied..."
"Stanford, CA 94305",Research Analyst & Programmer (part time),"    Stanford University School of Medicine, Dept. of P...",$25 - $30 an hour,"Fluency in Unix, Perl, Python and/or Java is essential, and experience with Google Cloud Architecture, statistical analysis of genotype-phenotype associations,..."
"Palo Alto, CA",Computer Vision R&D Scientist,"    PARC, a Xerox company",NA,"Previous experience in an applied R&D setting working with other Ph.D.-level research scientists. Research in SSL focuses on artificial intelligence, modeling,..."
"Sunnyvale, CA 94089",Security Researcher,        Proofpoint,NA,
"San Jose, CA",Senior Field Application Engineer,    Elenion Technologies,NA,"Team includes world leaders in our space, and many members are PhD scientists. Have built and sold several companies, published papers in the top scientific...."
"Santa Clara, CA","Protocol Development Team Lead, Sequencing",        Roche,NA,"Data analysis tools, custom imaging setup. Proficiency in Python, C/C++ for instrument automation and data manipulation Nice to have:...."
"Santa Clara, CA",Full Stack Software Engineer,    A³ by Airbus Group,NA,"You will collaborate with data scientists and back end engineers to integrate machine learning and/or NLP algorithms, or output from them, into the web..."
"San Jose, CA",Computer Scientist - Core Services,        Adobe,NA,"Working with data scientists and product managers, you will design, develop and deploy data science applications on the Adobe Marketing Cloud that help..."
"Palo Alto, CA",Speech Signal Processing and Machine Learning Intern,        Bosch Group,NA,"Strong background in signal processing, machine learning, pattern recognition, and recent speech technology...."
"Santa Clara, CA",SR. DATA SCIENTIST,        The Select Group,NA,"DATA SCIENTIST REQUIREMENTS:. Use predictive analytics and data modeling to forecast market trends, analyze current resource allocation, understand competitor's..."
"San Jose, CA 95131 (North Valley area)",Research Scientist - Algorithm Architect,        Synaptics,NA,Be a key member of the algorithm architecture team who is responsible for researching and productizing a variety of software modules for capacitive touch...
"Mountain View, CA 94043",Group Leader – Oncology,    Edison Pharmaceuticals,NA,
"Sunnyvale, CA","Sr. Manager/Director, Microfludic Devices",        Complete Genomics,NA,Hire and manage a global team of scientists and engineers. Strong team-orientation with superior verbal and written communications skills and the ability to...
"Menlo Park, CA",Research Associate - Experimental,        SLAC National Accelerator Laboratory,NA,"Research Associates are engaged with the design, support, operation and/or scientific exploitation of the major programs of the laboratory, under the guidance..."
"Palo Alto, CA",Deep Leaning Developer for Machine Learning Development,        SAP,NA,
"Fremont, CA 94538 (Irvington area)",Waveform & Device Development Engineer,"    CLEARink Displays, Inc.",NA,
"Menlo Park, CA","Research Analyst - Instagram, Media Partnerships",        Facebook,NA,Create and manage data pipelines to aggregate data for Instagram Partnerships team. Manage requests and priorities while creating presentations for internal use...
"Los Altos, CA 94022",Senior Engineer: System & Data Management,    Primary Data,NA,"Steve Wozniak/Primary Data Chief Scientist. Primary Data delivers dynamic data mobility through data virtualization, transforming datacenter architectures by..."
"San Jose, CA",Senior Software Scientist,        Thermo Fisher Scientific,NA,"Provide scientific expertise particularly in the areas of omics, chemistry and mass spectrometry as needed by the project...."
"Santa Clara Valley, CA",Clinical Research Study Specialist,        Apple,NA,
"Santa Clara Valley, CA",iTunes Store Commerce Software Engineer,        Apple,NA,We seek to maintain a challenging and rewarding environment where the best engineers and scientists can collaborate and produce real-world improvements in...
"Palo Alto, CA","Senior Software Engineer, Monetization",    MachineZone,NA,"Work closely with executive producers, data scientists, data analysts, and designers to define technical solutions for revenue-impacting features...."
"Sunnyvale, CA",Senior Software Engineer,        Walmart eCommerce,NA,"Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and..."
"Palo Alto, CA",Software Engineer,        PlaceIQ,NA,The ideal candidate will bring the “right” mix of creativity and development discipline to expand the standards of excellence that our Engineers and Data...
"Santa Clara Valley, CA",Engineering Project Manager - Machine Learning,        Apple,NA,
"Santa Clara Valley, CA",Data Infrastructure Engineer,        Apple,NA,Build libraries and frameworks to empower data scientists to effectively work with our data products. You will build large scale data pipelines and end-to-end...
"Mountain View, CA 94043",F/T Experimental Support Scientist (Immunohistochemistry),"    Logyx, LLC",NA,"Under limited supervision from senior scientists, visually assess frozen and stored samples. Based on the direction of the board, the candidate would process..."
"Sunnyvale, CA","Tech Yahoo, Software Dev Eng",        Yahoo! Inc.,NA,
"San Jose, CA","Intern, Software Engineering","    Vocera Communications, Inc.",NA,
"Campbell, CA",Senior Machine Learning Engineer,        Barracuda Networks Inc.,NA,"Design, implement, test and sustain automated data analysis and classification systems using big data analysis and machine learning techniques...."
"Palo Alto, CA 94304",Senior Manager of Analytics and Exploitation (A&E),        Lockheed Martin,NA,"Knowledge in informatics areas such as the human machine interface and optimization strategies, machine learning, physics based modeling, stochastic modeling,..."
"Sunnyvale, CA",Senior Product Manager,        Walmart eCommerce,NA,
"San Jose, CA 95131 (North Valley area)",Sr. Fluidic System Engineer,        Becton Dickinson & Company,NA,"Experience and leadership in working to solve problems in a multidisciplinary environment with Engineers and Scientists Must have strong lab skills, with..."
"Pleasanton, CA","Principal Scientist I, Bioinformatics Algorithms, Sequencing",        Roche,NA,Collaborate with other software engineers and bioinformatics scientists to deliver best-in-class bioinformatics solutions and analytics....
"Moffett Field, CA",Computer Scientist III,        Millennium Engineering and Integration Company,NA,"The EVA Data Integration Project addresses actions from a 2014 EVA on2orbit incident and long standing challenges in gaining accurate, efficient, and effective..."
"Sunnyvale, CA 94085",Software Architect,        Intertrust Technologies,NA,Previous experience working with data scientists is a plus. Design and Build robust and scalable data engineering solutions for structured and unstructured data...
"Menlo Park, CA",STAFF BIOINFORMATICS SCIENTIST,"    GRAIL, Inc.",NA,"Is developing paradigm-changing clinical assays for early cancer detection, based on unique biological insights from high-intensity sequencing analysis of..."
"Santa Clara, CA 95051",Sr. Software Engineer,        Ambarella,NA,
"Santa Clara, CA","Sequencing Bioinformatics Engineer Santa Clara, CA",    YesRecruiters.com,NA,
"Los Gatos, CA","Senior Software Engineer, Website UI",        Netflix,NA,"We work with many internal partners ranging from product managers, designers, data scientists, streaming algorithms teams, and at times with content creators,..."
"Sunnyvale, CA",Machine Learning Engineering Intern,        Bloom Energy,NA,Analyze large sets of imperfect data with machine learning and statistical analysis to derive actionable outcomes based on specific business problems....
"Sunnyvale, CA","Field Applications Scientist, BioProduct Development",        Danaher,NA,
"Sunnyvale, CA",Product Transfer Associate,        Cepheid,NA,Product Transfer Scientists. The Product Transfer Associate will support Product Transfer Scientists in New Product Introduction (NPI) team to ensure the...
"Los Gatos, CA",Senior Research Scientist - Market Growth,        Netflix,NA,
"Mountain View, CA","Strategy and Operations Manager, Google Cloud Revenue Accele...",        Google,NA,"Lead the execution of your initiatives, coordinating cross-functionally with data scientists, engineers, sales and marketing...."
"Livermore, CA",MEMs Internship,"        FormFactor, Inc.",NA,"In this internship, the candidate will be interacting with engineers and scientists to analyze the material properties and fabrication steps of epoxy-based..."
"Pleasanton, CA",Document Control Specialist,    10x Genomics,NA,Format production batch records submitted by scientists. Input document data into PLM and manage change orders....
"Palo Alto, CA",Big Data Engineer,    Elevate Recruiting Group,NA,Were going to change the way developers and data scientists interact with Hadoop in a way that will change the game in Big Data....
"San Jose, CA 95131 (North Valley area)",Bioprocess Engineer II,        Becton Dickinson & Company,NA,Requires a minimum of a Bachelor’s degree in biological sciences or related field Requires a minimum of 6 years of hands on laboratory experience in a reagent...
"Mountain View, CA",Imaging Scientist – Digital Pathology,        Roche,NA,"Ventana Medical Systems, Inc., a member of the Roche Group, is one of the world’s leading cancer diagnostic companies, seeks a qualified applicant for the..."
"Palo Alto, CA",Back-End Developer,    Medable,NA,"In this role, you'll interface with an amazing team of engineers, designers, healthcare professionals, scientists, and more to bring new and innovative platform..."
"Menlo Park, CA","Research Scientist, Product Science",        Facebook,NA,Facebook is looking for researchers and data scientists to join the Product Science group within the Core Data Science team....
"Palo Alto, CA","Senior Software Engineer – Machine Learning, Search, Query p...",        A9.com,NA,"Applied Machine Learning, Natural Language Processing, or Information Retrieval). Our new generation platform uses massive amounts of data and machine..."
"Santa Clara, CA 95052","Product Manager, Saffron AI Solutions Group",        Intel,NA,"Manage a team of software professionals including designers, developers, testers, and data scientists. Working knowledge of concepts in machine learning, data..."
"Palo Alto, CA","Interaction Designer, Greenfield Labs",        Ford Motor Company,NA,
"San Jose, CA",Security Researcher,    ForeScout,NA,"An ideal candidate has deep technical background in security research, reverse engineering, machine learning, data modeling, clustering and classification,..."
"San Jose, CA",Full Stack Developer - A&A- CTO,        Nokia,NA,"Demonstrated understanding of Big Data and Analytics. Serving customers in over 100 countries, our research scientists and engineers continue to invent and..."
"Livermore, CA",R&D Systems Research Analyst (Early/Mid-Career),        Sandia National Laboratories,NA,
"Sunnyvale, CA","Tech Yahoo, Software Dev Eng, Interm",        Yahoo! Inc.,NA,
"Mountain View, CA",Imaging Scientist,        Fast Switch,NA,"The Imaging Scientist will assess and devises technology in the field of image processing, machine learning, pattern recognition, and data mining...."
"San Jose, CA 95131 (North Valley area)",Environmental Engineer/Geologist,        Haley & Aldrich,NA,We offer engineers and scientists the opportunity to work on challenging environmental services projects for a wide range of clients....
"San Jose, CA",Construction Manager-Data Center/Mission Critical Facilities,        HDR,NA,
"Santa Clara, CA 95051",Software Engineer,        Ambarella,NA,"As a member of our team, you will be working with industry-recognized scientists and architects to bring our innovations to customers of various markets...."
"Santa Clara Valley, CA",Senior Optical Systems Scientist,        Apple,NA,
"Santa Clara Valley, CA",Language Modeling Scientist,        Apple,NA,"Experience in deep machine learning and related toolkits, e.g. Theano, Torch, Blocks, etc. Because you'll be working closely with scientists and engineers from..."
"Santa Clara, CA 95051",R&D Post-Doctoral Instrumentation Scientist,        Agilent,NA,Excellent track record of scientific achievement as demonstrated by publications and scientific presentations....
"Palo Alto, CA",Research Scientist - AWS New Artificial Intelligence Team!,"        Amazon Web Services, Inc.",NA,We are looking for brilliant NLP/ML scientists who have the passion to tackle tough problems by bringing cutting edge machine learning and NLP techniques into a...
"Palo Alto, CA",ROI Research Analyst,        KNF&T Staffing Resources,NA,Publish weekly research projects and post insights on social media – raise your profile and personal brand and the firm’s....
"Mountain View, CA","Machine Learning/Perception Software Engineer (Robotics), X",        Google,NA,
"Palo Alto, CA 94306 (Barron Park area)",Software Engineer: Core Application Security,        Instart Logic,NA,"Have a desire to work with and learn from team of very high caliber computer scientists and researchers in an environment that fosters teamwork and creativity,...."
"Fremont, CA",Intern Research Assistant/ Programmer,        Triple Ring Technologies,NA,"You will work closely with Triple Ring Technologies' engineers and scientists in a fast-paced, multidisciplinary and collaborative environment...."
"Pleasanton, CA",Scientist I,        Bayside Solutions,NA,"Compiles and prepares data for statistical, scientific analyses, reports, or for presentations. Keeps supervisor/project leader informed of project status,..."
"Los Gatos, CA",Lab Supervisor (Scientist II),        Roche,NA,
"Santa Clara Valley, CA",Maps Search Principal/Architect,        Apple,NA,"If you have significant background in machine learning and/or search technology, please consider joining the Maps Search and Machine Learning team at Apple...."
"Santa Clara, CA","SW Engineer JAVA, Sequencing",        Roche,NA,
"Pleasanton, CA","Director, Digital Product Management, Content Management",        Safeway Inc,NA,
"Sunnyvale, CA 94086",Tier-3 Customer Support Engineer,        Nokia,NA,"Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
"Mountain View, CA","Director, Digital Marketing and eCommerce",        Symantec,NA,"Founded in 1982 by visionary computer scientists, Symantec is a global leader in helping consumers and organizations secure and manage their information-driven..."
